time,FL_thigh_pos,FL_calf_pos,FR_thigh_pos,FR_calf_pos,RL_thigh_pos,RL_calf_pos,RR_thigh_pos,RR_calf_pos,FL_thigh_vel,FL_calf_vel,FR_thigh_vel,FR_calf_vel,RL_thigh_vel,RL_calf_vel,RR_thigh_vel,RR_calf_vel
0.1,0.9187115977764267,0.6397656606402142,0.034343496564178184,-3.552629418119212,-1.9573738716725766,1.5275261170108478,2.623979082153922,-3.033788227245969,98.79705428399045,-232.84330379238676,44.784879381288434,0.9976890739753514,-67.19045990985589,41.013654625108444,-26.476621626452783,73.33800953990954
0.2,-1.967680062869213,4.635444989887036,1.3043131514265638,-3.2572212731004555,-5.024603135325383,2.1613670068168167,3.012776752029712,-3.6196486887527706,79.68207463509731,-194.25051605041773,89.19090782087412,-168.84773386967134,-42.78482195613074,114.88283692421555,-104.64073667540683,76.29032169335528
0.30000000000000004,-1.0212202584663415,1.0023123527997875,1.1687352854865596,-2.2401599670173553,-2.758998927677119,3.01175367888182,0.30446685137610036,-5.090322205440783,-78.6684978160905,183.78623602855467,-0.7831885865140862,-21.17450588735653,-7.0916102731703035,86.58212560710191,8.391026356019736,-116.50038502534142
0.4,-0.4011054266752103,1.3108580437955664,2.8917615013046394,-2.679602456317426,-1.921091241512015,3.5302363384188493,-0.7953888379973255,-4.006918794459708,41.02754252492946,-43.965904144483176,31.53434129997264,127.1942429786636,-75.05774469871518,161.30472977212168,-56.31248005884794,130.48246505484306
0.5,-0.07237651185002289,3.602640016740761,3.146052674484658,-1.0687737083288495,-2.646537176764465,5.421596649334056,-1.1188413933693897,-5.38171974442473,-40.544704783252115,142.21394887875644,73.34384986012269,-217.41363499274826,52.59076619334573,-146.87819440243152,-73.58155301182299,158.1142960486344
0.6000000000000001,-0.14989197808682836,4.015903457475309,2.142264675387474,-5.204126083176737,-3.6762799451697643,2.7580594615858964,-1.2824151435964888,-4.512241276984478,-27.911494864328557,-126.69712114104681,34.587790245773846,-110.54416528695447,57.48452357124414,-8.449009576042641,21.17635091684727,-13.759131484288105
0.7000000000000001,-0.47276558170037974,7.981013796396729,0.4308530779926681,-2.4196697552417574,-4.353523956546082,3.043966206427613,-2.000420663072694,-3.2833629001819755,-61.678828551031756,203.36231784337477,7.3377786275835675,-59.01348035482127,-29.75991727854523,136.71146441678226,-55.29491468775082,149.23106875041032
0.8,-2.0150989933260193,7.626645075165708,0.4284657626334532,-1.4401427244870264,-1.9927862273062773,3.8713193741366374,-3.6140529618020945,-4.102972103658355,-134.98707233624089,203.96182661169118,-23.855510994479346,161.80426201868184,-23.846764145601718,91.7625319254845,5.9753001176445935,-71.90064635588598
0.9,-2.0755882987425895,4.905930042784274,1.6073799256787156,-4.274054126716919,-1.6805590577723482,4.586728291583881,-5.9383212343684075,-2.1253851199437035,-22.764532106392743,155.59718908327375,-40.33767992299223,56.99036948707973,102.1598736636264,-161.2445146974898,-24.709758893784723,-41.27212937187744
1.0,0.3830413599572551,1.6656852010561995,2.511852704526903,-3.124440017751397,-1.4951310979319428,1.3774684152268626,-5.030183556927658,-2.1371462009749767,-72.15945460798608,181.14954048841543,15.58196197953761,130.53259510924764,85.29281016979343,-179.35275773613176,-8.941278121345974,-5.610927949024614
1.1,-0.33331848884149284,5.082030633769298,2.8460493663606887,-4.88272088891376,-0.296883829923443,3.719824856933584,-4.940627868934385,-3.201124748804709,-30.563423748733513,51.83527798283038,24.089584811747358,-51.01606944252788,0.025088142944305503,-20.060849970901756,21.21838275858063,-150.8632425433385
1.2,-0.13464542572267477,2.359692614131363,1.861324902183534,-4.555940296695039,-0.8464477850061662,1.6163598115547004,-6.5304536800480655,-2.6053916926300773,64.93125099620251,-175.56112846170893,-44.69224793514505,181.21590710538328,27.519043648309577,-157.55161567258543,74.34191342403652,-39.87228349972449
1.3,0.1094848286755723,0.23690392071577604,3.4457297209334543,-2.3890674972390964,-2.0077589415697408,3.4185163954472113,-3.2027457111165094,-3.8337777368052786,-32.685556335392164,106.78651512441002,-70.70165895513873,161.4076460061395,-4.260338388374187,-35.27393463429664,82.62405152724904,-131.4944010424198
1.4,-2.2042706685417546,2.3702386686787835,3.9571364658795836,-2.965830264925684,-0.83480680322909,4.287934990392826,-1.1724530715392447,-7.517863638844933,-73.95842098746219,150.31962700268232,-37.26244566529114,5.471375625001997,82.64410809431686,-130.2032069897651,120.6877514631027,-208.89356250383128
1.5,-1.0693748839342412,3.7246185719434517,3.2778911182766013,-4.253749023433085,0.7067432801399459,3.0794337129569263,-0.8905316198323336,-7.111483544817917,-115.57839462394038,90.10384062819546,31.472761288689682,-152.34444804698202,-31.53817985460209,-3.491387375231028,7.062272802042937,99.15699139680629
1.6,-0.5472534387148328,2.4739462336194924,1.229817050901375,-3.817937057661069,0.5776115857756913,1.251472282632929,-0.2957786739208994,-7.866327099874677,8.018213484007248,67.49898046491919,34.95479255971709,-76.78355374099617,-22.070969430757668,27.220234656401516,53.74119169795685,-195.7943231257791
1.7000000000000002,0.013852110248118676,1.9209095656905244,0.7527180903088775,-3.391759241263588,-0.9948022706554107,4.911910825845934,0.5688658666560623,-9.986030483099745,-10.770307371668352,121.64989084059027,-33.76823889132034,-72.76239913969529,-52.60663222509699,143.6744767826486,-91.19185179779551,81.72783843744338
1.8,0.030017396579884666,1.8350892849965168,0.693227603779802,-3.915912692655841,0.5227913478447007,1.2709836935513232,0.646748930783332,-10.36957335468052,-20.938411538054822,81.05330877646986,20.956417392895588,-28.257916799195357,-56.41944919881806,201.88424878873968,-39.27010764000313,-158.04195525958494
1.9,0.6530858863947493,-0.6939840193289815,2.2409722359323343,-3.2942179685557114,0.18379456038251518,1.2959821599026609,1.5022291209860965,-8.487294365138123,-75.26500317378365,136.2503437043922,20.74823895927033,94.09048581988716,26.071852155760354,-117.08918919469758,-29.912493932040192,54.44223378683566
2.0,2.6383565160827183,-3.391962345641347,0.8195804676927251,-2.916902223918829,1.1291992741602428,5.110003994300668,2.748339543813964,-10.261090279590553,-14.892399170299544,-90.04947404690321,-48.19271315991524,-4.510723568196738,118.63722543229753,-177.5154014084389,-30.572878352544237,160.75924715191078
2.1,2.3901424387395225,-3.7357203178373526,0.09970024143614026,-4.703890933914529,0.4108200785621847,3.596891336780056,3.571155764017592,-10.250109313483136,42.042629486634056,-55.743995167427244,-84.12153630852222,184.24150500361637,-40.62029975672436,-71.81151461472915,72.85658252633247,-76.19172638457226
2.2,4.257128663290032,-1.1684620568844026,0.4581757817294952,-2.5493722362676126,0.718423780010127,2.3338626582718334,3.3549847247945763,-8.610385887860916,-13.076329576833144,-25.44294759029681,-13.222039817401537,72.28809339572467,-11.17925430314272,-95.04667141302184,-4.052996513341569,-121.78320443372976
2.3,4.038941352109671,-4.996024022518416,0.2950231562909188,-3.332642840416577,0.546528672939969,2.052677957607324,1.415553519048983,-10.570203229266387,106.56167064786416,-184.50780460918423,12.797351641677015,34.87638973705036,-3.6598774235486706,73.43063307132027,42.772776465446185,-105.89084399545482
2.4,2.874208811753227,-3.458741076422208,-1.151590291023563,-3.4018931894189657,1.039466400118035,4.97811994821937,0.6789255496462716,-10.523666149042748,3.3991393274321915,9.058908642885598,-46.55688696085792,156.59487755278568,22.412008243843417,-49.130493762443166,114.60112592537381,-141.3692799503081
2.5,1.926517514484434,-2.7645718793955387,0.999228597401663,-4.334893366028015,-0.20148799583328006,8.533226769528532,-1.6166987459850664,-11.286696629878179,-1.6078678062142444,129.6042364790994,-30.006570035658683,32.734584435500835,36.39493411891597,60.951648242065346,7.133212552964067,49.982151515990836
2.6,2.1789625187706037,-1.2269145859514272,0.6748463805720877,-5.098684664926054,-2.050599129014641,9.967273492602938,-1.4358423812735575,-10.839984925177376,-79.84161847300842,182.44207595090597,50.33228248559092,-168.60933652871887,-75.17806432659036,134.06749652318604,25.63613213170087,-5.099548464577367
2.7,0.7206247081350516,-3.0030535408567087,-0.2821121448885138,-1.3744528024399967,-1.4108239448966857,10.688848960414214,-1.102720140727179,-9.016878588782197,15.193451780902407,-140.12026906843184,14.07173817041442,-82.5357007311986,-63.713414946111726,122.11142066042791,20.804115956878707,134.99220104209195
