time,FL_thigh_pos,FL_calf_pos,FR_thigh_pos,FR_calf_pos,RL_thigh_pos,RL_calf_pos,RR_thigh_pos,RR_calf_pos,FL_thigh_vel,FL_calf_vel,FR_thigh_vel,FR_calf_vel,RL_thigh_vel,RL_calf_vel,RR_thigh_vel,RR_calf_vel
0.1,1.4230631158091382,-3.7150226647221305,1.083168746083925,-3.5491412359049503,1.085440308131113,-3.5540313762290268,1.3466258179044388,-3.5192805023383564,24.25183816084428,-62.93561726749563,15.289844033903764,-60.81577669421668,15.386651791969483,-60.94215455320012,22.950112522938273,-60.43496924413327
0.2,4.771869524280353,-11.34096496854018,3.635854838147898,-12.410400593220496,3.5737446374312523,-12.424996836399133,4.722578854760938,-11.257825270692,-3.912544902726753,-0.11192279129837446,33.98612823687602,-100.00000000195159,33.33002691108466,-100.00000000187568,-4.333576950676418,0.3569611373499808
0.30000000000000004,5.393439492119446,-14.229450554990565,4.472215483967976,-16.442368510878435,4.4239889251768965,-16.61380719525995,5.332091499549957,-13.8997123783558,-4.004753052636888,-30.300346372873072,-6.579922225798299,0.811411505197112,-4.955890867628708,-0.0499915943608199,-3.860385658055815,-30.482404888330063
0.4,4.869810366707747,-16.04846594339906,3.807793868154669,-16.492552339945373,3.9918473118915085,-16.755345429742373,4.635507204918885,-15.909292567771194,-2.763411987044424,3.527795802374267,-5.905263360765591,-3.533819875946173,-2.3721243756501567,-6.691760051772475,-5.847527410898485,4.6734546920463735
0.5,4.639859085023519,-15.672574542369837,4.362349353584816,-20.111453176922062,4.639097479241307,-20.482840396686022,4.357213046407313,-15.358012549405165,-4.927691946379556,4.934857437092969,-4.635939936656492,-39.83964642195761,-7.640268601711573,-38.345457530544785,-3.784087234071583,3.7851127564024356
0.6000000000000001,4.171971769164665,-15.204132253926167,3.753128255778588,-21.265338423351544,3.5690452251926192,-21.25826483864711,4.043785673912005,-15.045025046328579,-3.798006012709539,3.7992677189942463,-1.025117705044864,3.121910628597794,-0.7879817270662218,3.9953506119171265,-3.3383034680810737,3.3385177927850735
0.7000000000000001,3.807878090242172,-14.840753023473859,3.6854622703164925,-20.998568597905077,3.5960464925529494,-20.99118229393174,3.690020369885516,-14.69128469008768,-3.1444957657246313,3.0631088367851422,-3.1362100253227103,3.136462792518235,1.2537673609046873,1.1820394628751631,-3.1125586555319984,3.112597348731703
0.799,3.6079396313340326,-14.640624093528341,3.464272537426642,-20.777350000703358,3.6073185137639427,-20.88836863820289,3.4693768815951813,-14.471326610063537,-0.6614017454508093,0.7731985390836585,-1.1087207393946368,1.1097272234485565,-1.1840127413817239,1.0604975999117583,-1.1109544059131735,1.1057069995741102
0.898,3.624254348636977,-14.656412449210562,3.4820508468733875,-20.79615026501904,3.6241473384379974,-20.904454745861347,3.4844207418911135,-14.488216427650872,1.14816760046284,-1.1435034142674194,1.19614633002476,-1.288651655218176,1.1481006033134116,-1.143539445237532,1.0728809558179555,-1.2042774641085663
1.0,3.824722087617085,-14.856454320563392,3.706714381034495,-21.022898121360967,3.8246411660983397,-21.10454896944791,3.7125082636580937,-14.716059406768117,2.6421816210976137,-2.6386071349119535,2.739237152663173,-2.7606624640157755,2.6420002338982806,-2.638610543455705,2.7005723967428525,-2.729075122897372
1.099,4.096705699863332,-15.128143497061647,3.9810897132160044,-21.293762126251966,4.096786919402644,-21.37634159138657,3.9809617784716527,-14.984155526176623,2.6578260887719507,-2.655264934879316,2.512473211101422,-2.464289360946907,2.6585108825880326,-2.6552631596934813,2.488563117557673,-2.457795583467155
1.2,4.335983747589872,-15.367183815951922,4.183626619022647,-21.495920406047812,4.336299878831663,-21.615522706328445,4.183455278845982,-15.186235172315486,2.0722209483664407,-2.0700655174076075,1.5212194255423455,-1.5275123618033861,2.0738689719952976,-2.070318066264222,1.5317618753269973,-1.5277619049003706
1.299,4.492587395192568,-15.5235711661076,4.28363559450611,-21.595653500393368,4.492915977894418,-21.771853285974046,4.283437835432681,-15.28581349581963,0.9907629409711389,-0.9881176575146152,0.5216314408055033,-0.5184867710398311,0.9908251302565815,-0.989041786162666,0.52129239586098,-0.5169926396078424
1.4,4.515589058598122,-15.54614446094692,4.295346947018396,-21.60687135875428,4.515995151030072,-21.794819455864975,4.295089014292089,-15.296987879327242,-0.4291278722962211,0.43509465123766866,-0.20711480610005442,0.2125170010912507,-0.43136166747492183,0.4320132850856504,-0.20679174938162545,0.21185496641791157
1.5,4.419889088252284,-15.449805740363338,4.241734304724382,-21.552647343743303,4.420653923648202,-21.699437381394677,4.2411679645089055,-15.24254657963789,-1.4521454191975511,1.458481409240769,-0.9152019691010517,0.9217264105694883,-1.4484479180948344,1.4486855009950101,-0.9143285044496837,0.919567426619788
1.6,4.234319600586804,-15.26365778179492,4.106005522829914,-21.41629567115369,4.235013757007308,-21.513832901949666,4.105004296272477,-15.105875426951084,-2.1842650394059935,2.189474943731477,-1.7603039562060439,1.765920996144281,-2.1882750147825445,2.1838931679349636,-1.7586431279407513,1.763468379164781
1.7000000000000002,4.001253271042207,-15.030246709858579,3.9045033055552882,-21.214290347090564,4.002108027678632,-21.28103258092642,3.9032306848182805,-14.903656233264986,-2.3984121265260865,2.377753826759418,-2.1624159144910804,2.1667988732190584,-2.363938774085952,2.363849486819891,-2.1623806603417446,2.1664485226476344
